datatype,image,model
imagenet,image_01241.jpg,larsson_2016
imagenet,image_01242.jpg,larsson_2016
imagenet,image_01243.jpg,larsson_2016
imagenet,image_01244.jpg,ddcolor
imagenet,image_01245.jpg,zhang_2016
imagenet,image_01246.jpg,larsson_2016
imagenet,image_01247.jpg,zhang_2016
imagenet,image_01248.jpg,larsson_2016
imagenet,image_01249.jpg,larsson_2016
imagenet,image_01250.jpg,larsson_2016
imagenet,image_01251.jpg,ddcolor
imagenet,image_01252.jpg,ddcolor
imagenet,image_01253.jpg,siggraph_2016
imagenet,image_01254.jpg,ddcolor
imagenet,image_01255.jpg,larsson_2016
imagenet,image_01256.jpg,larsson_2016
imagenet,image_01257.jpg,larsson_2016
imagenet,image_01258.jpg,larsson_2016
imagenet,image_01259.jpg,ddcolor
imagenet,image_01260.jpg,zhang_2016
imagenet,image_01261.jpg,larsson_2016
imagenet,image_01262.jpg,zhang_2016
imagenet,image_01263.jpg,larsson_2016
imagenet,image_01264.jpg,larsson_2016
imagenet,image_01265.jpg,larsson_2016
imagenet,image_01266.jpg,larsson_2016
imagenet,image_01267.jpg,larsson_2016
imagenet,image_01268.jpg,larsson_2016
imagenet,image_01269.jpg,larsson_2016
imagenet,image_01270.jpg,larsson_2016
imagenet,image_01271.jpg,larsson_2016
imagenet,image_01272.jpg,larsson_2016
imagenet,image_01273.jpg,larsson_2016
imagenet,image_01274.jpg,larsson_2016
imagenet,image_01275.jpg,larsson_2016
imagenet,image_01276.jpg,ddcolor
imagenet,image_01277.jpg,larsson_2016
imagenet,image_01278.jpg,zhang_2016
imagenet,image_01279.jpg,ddcolor
imagenet,image_01280.jpg,larsson_2016
imagenet,image_01281.jpg,larsson_2016
imagenet,image_01282.jpg,larsson_2016
imagenet,image_01283.jpg,larsson_2016
imagenet,image_01284.jpg,ddcolor
imagenet,image_01285.jpg,zhang_2016
imagenet,image_01286.jpg,larsson_2016
imagenet,image_01287.jpg,siggraph_2016
imagenet,image_01288.jpg,larsson_2016
imagenet,image_01289.jpg,larsson_2016
imagenet,image_01290.jpg,larsson_2016
imagenet,image_01291.jpg,ddcolor
imagenet,image_01292.jpg,larsson_2016
imagenet,image_01293.jpg,larsson_2016
imagenet,image_01294.jpg,siggraph_2016
imagenet,image_01295.jpg,larsson_2016
imagenet,image_01296.jpg,larsson_2016
imagenet,image_01297.jpg,larsson_2016
imagenet,image_01298.jpg,larsson_2016
imagenet,image_01299.jpg,larsson_2016
imagenet,image_01300.jpg,larsson_2016
imagenet,image_01301.jpg,larsson_2016
imagenet,image_01302.jpg,larsson_2016
imagenet,image_01303.jpg,larsson_2016
imagenet,image_01304.jpg,ddcolor
imagenet,image_01305.jpg,larsson_2016
imagenet,image_01306.jpg,larsson_2016
imagenet,image_01307.jpg,larsson_2016
imagenet,image_01308.jpg,larsson_2016
imagenet,image_01309.jpg,larsson_2016
imagenet,image_01310.jpg,larsson_2016
imagenet,image_01311.jpg,larsson_2016
imagenet,image_01312.jpg,larsson_2016
imagenet,image_01313.jpg,larsson_2016
imagenet,image_01314.jpg,larsson_2016
imagenet,image_01315.jpg,larsson_2016
imagenet,image_01316.jpg,larsson_2016
imagenet,image_01317.jpg,larsson_2016
imagenet,image_01318.jpg,larsson_2016
imagenet,image_01319.jpg,larsson_2016
imagenet,image_01320.jpg,larsson_2016
imagenet,image_01321.jpg,larsson_2016
imagenet,image_01322.jpg,larsson_2016
imagenet,image_01323.jpg,larsson_2016
imagenet,image_01324.jpg,zhang_2016
imagenet,image_01325.jpg,zhang_2016
imagenet,image_01326.jpg,zhang_2016
imagenet,image_01327.jpg,ddcolor
imagenet,image_01328.jpg,larsson_2016
imagenet,image_01329.jpg,zhang_2016
imagenet,image_01330.jpg,larsson_2016
imagenet,image_01331.jpg,larsson_2016
imagenet,image_01332.jpg,larsson_2016
imagenet,image_01333.jpg,larsson_2016
imagenet,image_01334.jpg,larsson_2016
imagenet,image_01335.jpg,larsson_2016
imagenet,image_01336.jpg,larsson_2016
imagenet,image_01337.jpg,larsson_2016
imagenet,image_01338.jpg,larsson_2016
imagenet,image_01339.jpg,ddcolor
imagenet,image_01340.jpg,larsson_2016
imagenet,image_01341.jpg,larsson_2016
imagenet,image_01342.jpg,larsson_2016
imagenet,image_01343.jpg,larsson_2016
imagenet,image_01344.jpg,zhang_2016
imagenet,image_01345.jpg,larsson_2016
imagenet,image_01346.jpg,larsson_2016
imagenet,image_01347.jpg,larsson_2016
imagenet,image_01348.jpg,larsson_2016
imagenet,image_01349.jpg,larsson_2016
imagenet,image_01350.jpg,ddcolor
imagenet,image_01351.jpg,larsson_2016
imagenet,image_01352.jpg,zhang_2016
imagenet,image_01353.jpg,larsson_2016
imagenet,image_01354.jpg,larsson_2016
imagenet,image_01355.jpg,larsson_2016
imagenet,image_01356.jpg,zhang_2016
imagenet,image_01357.jpg,larsson_2016
imagenet,image_01358.jpg,siggraph_2016
imagenet,image_01359.jpg,larsson_2016
imagenet,image_01360.jpg,larsson_2016
imagenet,image_01361.jpg,larsson_2016
imagenet,image_01362.jpg,larsson_2016
imagenet,image_01363.jpg,larsson_2016
imagenet,image_01364.jpg,siggraph_2016
imagenet,image_01365.jpg,larsson_2016
imagenet,image_01366.jpg,ddcolor
imagenet,image_01367.jpg,larsson_2016
imagenet,image_01368.jpg,siggraph_2016
imagenet,image_01369.jpg,larsson_2016
imagenet,image_01370.jpg,larsson_2016
imagenet,image_01371.jpg,siggraph_2016
imagenet,image_01372.jpg,siggraph_2016
imagenet,image_01373.jpg,larsson_2016
imagenet,image_01374.jpg,larsson_2016
imagenet,image_01375.jpg,larsson_2016
imagenet,image_01376.jpg,larsson_2016
imagenet,image_01377.jpg,larsson_2016
imagenet,image_01378.jpg,larsson_2016
imagenet,image_01379.jpg,larsson_2016
imagenet,image_01380.jpg,larsson_2016
imagenet,image_01381.jpg,ddcolor
imagenet,image_01382.jpg,larsson_2016
imagenet,image_01383.jpg,larsson_2016
imagenet,image_01384.jpg,siggraph_2016
imagenet,image_01385.jpg,zhang_2016
imagenet,image_01386.jpg,larsson_2016
imagenet,image_01387.jpg,larsson_2016
imagenet,image_01388.jpg,ddcolor
imagenet,image_01389.jpg,larsson_2016
imagenet,image_01390.jpg,larsson_2016
imagenet,image_01391.jpg,zhang_2016
imagenet,image_01392.jpg,larsson_2016
imagenet,image_01393.jpg,larsson_2016
imagenet,image_01394.jpg,larsson_2016
imagenet,image_01395.jpg,zhang_2016
imagenet,image_01396.jpg,larsson_2016
imagenet,image_01397.jpg,larsson_2016
imagenet,image_01398.jpg,siggraph_2016
imagenet,image_01399.jpg,ddcolor
imagenet,image_01400.jpg,larsson_2016
imagenet,image_01401.jpg,siggraph_2016
imagenet,image_01402.jpg,larsson_2016
imagenet,image_01403.jpg,ddcolor
imagenet,image_01404.jpg,zhang_2016
imagenet,image_01405.jpg,larsson_2016
imagenet,image_01406.jpg,ddcolor
imagenet,image_01407.jpg,siggraph_2016
imagenet,image_01408.jpg,larsson_2016
imagenet,image_01409.jpg,larsson_2016
imagenet,image_01410.jpg,larsson_2016
imagenet,image_01411.jpg,larsson_2016
imagenet,image_01412.jpg,larsson_2016
imagenet,image_01413.jpg,larsson_2016
imagenet,image_01414.jpg,larsson_2016
imagenet,image_01415.jpg,larsson_2016
imagenet,image_01416.jpg,larsson_2016
imagenet,image_01417.jpg,larsson_2016
imagenet,image_01418.jpg,larsson_2016
imagenet,image_01419.jpg,larsson_2016
imagenet,image_01420.jpg,larsson_2016
imagenet,image_01421.jpg,larsson_2016
imagenet,image_01422.jpg,larsson_2016
imagenet,image_01423.jpg,larsson_2016
imagenet,image_01424.jpg,larsson_2016
imagenet,image_01425.jpg,larsson_2016
imagenet,image_01426.jpg,larsson_2016
imagenet,image_01427.jpg,zhang_2016
imagenet,image_01428.jpg,larsson_2016
imagenet,image_01429.jpg,larsson_2016
imagenet,image_01430.jpg,siggraph_2016
imagenet,image_01431.jpg,siggraph_2016
imagenet,image_01432.jpg,larsson_2016
imagenet,image_01433.jpg,larsson_2016
imagenet,image_01434.jpg,ddcolor
imagenet,image_01435.jpg,larsson_2016
imagenet,image_01436.jpg,larsson_2016
imagenet,image_01437.jpg,larsson_2016
imagenet,image_01438.jpg,larsson_2016
imagenet,image_01439.jpg,ddcolor
imagenet,image_01440.jpg,ddcolor
imagenet,image_01441.jpg,ddcolor
imagenet,image_01442.jpg,larsson_2016
imagenet,image_01443.jpg,larsson_2016
imagenet,image_01444.jpg,ddcolor
imagenet,image_01445.jpg,larsson_2016
imagenet,image_01446.jpg,larsson_2016
imagenet,image_01447.jpg,larsson_2016
imagenet,image_01448.jpg,larsson_2016
imagenet,image_01449.jpg,larsson_2016
imagenet,image_01450.jpg,larsson_2016
imagenet,image_01451.jpg,larsson_2016
imagenet,image_01452.jpg,larsson_2016
imagenet,image_01453.jpg,larsson_2016
imagenet,image_01454.jpg,ddcolor
imagenet,image_01455.jpg,larsson_2016
imagenet,image_01456.jpg,larsson_2016
imagenet,image_01457.jpg,larsson_2016
imagenet,image_01458.jpg,siggraph_2016
imagenet,image_01459.jpg,siggraph_2016
imagenet,image_01460.jpg,larsson_2016
imagenet,image_01461.jpg,larsson_2016
imagenet,image_01462.jpg,larsson_2016
imagenet,image_01463.jpg,larsson_2016
imagenet,image_01464.jpg,larsson_2016
imagenet,image_01465.jpg,larsson_2016
imagenet,image_01466.jpg,larsson_2016
imagenet,image_01467.jpg,larsson_2016
imagenet,image_01468.jpg,larsson_2016
imagenet,image_01469.jpg,larsson_2016
imagenet,image_01470.jpg,ddcolor
imagenet,image_01471.jpg,zhang_2016
imagenet,image_01472.jpg,larsson_2016
imagenet,image_01473.jpg,larsson_2016
imagenet,image_01474.jpg,larsson_2016
imagenet,image_01475.jpg,siggraph_2016
imagenet,image_01476.jpg,larsson_2016
imagenet,image_01477.jpg,larsson_2016
imagenet,image_01478.jpg,larsson_2016
imagenet,image_01479.jpg,larsson_2016
imagenet,image_01480.jpg,larsson_2016
imagenet,image_01481.jpg,zhang_2016
imagenet,image_01482.jpg,ddcolor
imagenet,image_01483.jpg,larsson_2016
imagenet,image_01484.jpg,larsson_2016
imagenet,image_01485.jpg,larsson_2016
imagenet,image_01486.jpg,siggraph_2016
imagenet,image_01487.jpg,ddcolor
imagenet,image_01488.jpg,larsson_2016
imagenet,image_01489.jpg,ddcolor
imagenet,image_01490.jpg,larsson_2016
imagenet,image_01491.jpg,larsson_2016
imagenet,image_01492.jpg,larsson_2016
imagenet,image_01493.jpg,larsson_2016
imagenet,image_01494.jpg,zhang_2016
imagenet,image_01495.jpg,larsson_2016
imagenet,image_01496.jpg,larsson_2016
imagenet,image_01497.jpg,zhang_2016
imagenet,image_01498.jpg,larsson_2016
imagenet,image_01499.jpg,zhang_2016
imagenet,image_01500.jpg,siggraph_2016
imagenet,image_01501.jpg,larsson_2016
imagenet,image_01502.jpg,larsson_2016
imagenet,image_01503.jpg,larsson_2016
imagenet,image_01504.jpg,larsson_2016
imagenet,image_01505.jpg,larsson_2016
imagenet,image_01506.jpg,siggraph_2016
imagenet,image_01507.jpg,larsson_2016
imagenet,image_01508.jpg,larsson_2016
imagenet,image_01509.jpg,siggraph_2016
imagenet,image_01510.jpg,larsson_2016
imagenet,image_01511.jpg,larsson_2016
imagenet,image_01512.jpg,siggraph_2016
imagenet,image_01513.jpg,larsson_2016
imagenet,image_01514.jpg,larsson_2016
imagenet,image_01515.jpg,larsson_2016
imagenet,image_01516.jpg,larsson_2016
imagenet,image_01517.jpg,larsson_2016
imagenet,image_01518.jpg,larsson_2016
imagenet,image_01519.jpg,larsson_2016
imagenet,image_01520.jpg,zhang_2016
imagenet,image_01521.jpg,siggraph_2016
imagenet,image_01522.jpg,ddcolor
imagenet,image_01523.jpg,siggraph_2016
imagenet,image_01524.jpg,larsson_2016
imagenet,image_01525.jpg,larsson_2016
imagenet,image_01526.jpg,larsson_2016
imagenet,image_01527.jpg,larsson_2016
imagenet,image_01528.jpg,siggraph_2016
imagenet,image_01529.jpg,ddcolor
imagenet,image_01530.jpg,larsson_2016
imagenet,image_01531.jpg,larsson_2016
imagenet,image_01532.jpg,larsson_2016
imagenet,image_01533.jpg,siggraph_2016
imagenet,image_01534.jpg,zhang_2016
imagenet,image_01535.jpg,zhang_2016
imagenet,image_01536.jpg,zhang_2016
imagenet,image_01537.jpg,larsson_2016
imagenet,image_01538.jpg,larsson_2016
imagenet,image_01539.jpg,larsson_2016
imagenet,image_01540.jpg,larsson_2016
imagenet,image_01541.jpg,larsson_2016
imagenet,image_01542.jpg,larsson_2016
imagenet,image_01543.jpg,larsson_2016
imagenet,image_01544.jpg,larsson_2016
imagenet,image_01545.jpg,larsson_2016
imagenet,image_01546.jpg,ddcolor
imagenet,image_01547.jpg,siggraph_2016
imagenet,image_01548.jpg,ddcolor
imagenet,image_01549.jpg,larsson_2016
imagenet,image_01550.jpg,zhang_2016
imagenet,image_01551.jpg,larsson_2016
imagenet,image_01552.jpg,larsson_2016
imagenet,image_01553.jpg,larsson_2016
imagenet,image_01554.jpg,larsson_2016
imagenet,image_01555.jpg,siggraph_2016
imagenet,image_01556.jpg,siggraph_2016
imagenet,image_01557.jpg,ddcolor
imagenet,image_01558.jpg,ddcolor
imagenet,image_01559.jpg,larsson_2016
imagenet,image_01560.jpg,zhang_2016
imagenet,image_01561.jpg,larsson_2016
imagenet,image_01562.jpg,larsson_2016
imagenet,image_01563.jpg,larsson_2016
imagenet,image_01564.jpg,larsson_2016
imagenet,image_01565.jpg,siggraph_2016
imagenet,image_01566.jpg,larsson_2016
imagenet,image_01567.jpg,larsson_2016
imagenet,image_01568.jpg,siggraph_2016
imagenet,image_01569.jpg,larsson_2016
imagenet,image_01570.jpg,zhang_2016
imagenet,image_01571.jpg,larsson_2016
imagenet,image_01572.jpg,ddcolor
imagenet,image_01573.jpg,larsson_2016
imagenet,image_01574.jpg,larsson_2016
imagenet,image_01575.jpg,larsson_2016
imagenet,image_01576.jpg,larsson_2016
imagenet,image_01577.jpg,larsson_2016
imagenet,image_01578.jpg,larsson_2016
imagenet,image_01579.jpg,larsson_2016
imagenet,image_01580.jpg,larsson_2016
imagenet,image_01581.jpg,larsson_2016
imagenet,image_01582.jpg,larsson_2016
imagenet,image_01583.jpg,zhang_2016
imagenet,image_01584.jpg,siggraph_2016
imagenet,image_01585.jpg,larsson_2016
imagenet,image_01586.jpg,zhang_2016
imagenet,image_01587.jpg,ddcolor
imagenet,image_01588.jpg,siggraph_2016
imagenet,image_01589.jpg,larsson_2016
imagenet,image_01590.jpg,siggraph_2016
imagenet,image_01591.jpg,larsson_2016
imagenet,image_01592.jpg,larsson_2016
imagenet,image_01593.jpg,larsson_2016
imagenet,image_01594.jpg,siggraph_2016
imagenet,image_01595.jpg,larsson_2016
imagenet,image_01596.jpg,siggraph_2016
imagenet,image_01597.jpg,siggraph_2016
imagenet,image_01598.jpg,larsson_2016
imagenet,image_01599.jpg,siggraph_2016
imagenet,image_01600.jpg,larsson_2016
imagenet,image_01601.jpg,larsson_2016
imagenet,image_01602.jpg,ddcolor
imagenet,image_01603.jpg,larsson_2016
imagenet,image_01604.jpg,larsson_2016
imagenet,image_01605.jpg,larsson_2016
imagenet,image_01606.jpg,larsson_2016
imagenet,image_01607.jpg,siggraph_2016
imagenet,image_01608.jpg,larsson_2016
imagenet,image_01609.jpg,ddcolor
imagenet,image_01610.jpg,larsson_2016
imagenet,image_01611.jpg,larsson_2016
imagenet,image_01612.jpg,larsson_2016
imagenet,image_01613.jpg,zhang_2016
imagenet,image_01614.jpg,siggraph_2016
imagenet,image_01615.jpg,larsson_2016
imagenet,image_01616.jpg,ddcolor
imagenet,image_01617.jpg,larsson_2016
imagenet,image_01618.jpg,larsson_2016
imagenet,image_01619.jpg,larsson_2016
imagenet,image_01620.jpg,larsson_2016
imagenet,image_01621.jpg,siggraph_2016
imagenet,image_01622.jpg,siggraph_2016
imagenet,image_01623.jpg,ddcolor
imagenet,image_01624.jpg,larsson_2016
imagenet,image_01625.jpg,ddcolor
imagenet,image_01626.jpg,larsson_2016
imagenet,image_01627.jpg,larsson_2016
imagenet,image_01628.jpg,ddcolor
imagenet,image_01629.jpg,larsson_2016
imagenet,image_01630.jpg,siggraph_2016
imagenet,image_01631.jpg,larsson_2016
imagenet,image_01632.jpg,larsson_2016
imagenet,image_01633.jpg,larsson_2016
imagenet,image_01634.jpg,larsson_2016
imagenet,image_01635.jpg,larsson_2016
imagenet,image_01636.jpg,ddcolor
imagenet,image_01637.jpg,siggraph_2016
imagenet,image_01638.jpg,larsson_2016
imagenet,image_01639.jpg,larsson_2016
imagenet,image_01640.jpg,larsson_2016
imagenet,image_01641.jpg,larsson_2016
imagenet,image_01642.jpg,larsson_2016
imagenet,image_01643.jpg,ddcolor
imagenet,image_01644.jpg,larsson_2016
imagenet,image_01645.jpg,larsson_2016
imagenet,image_01646.jpg,larsson_2016
imagenet,image_01647.jpg,larsson_2016
imagenet,image_01648.jpg,larsson_2016
imagenet,image_01649.jpg,ddcolor
imagenet,image_01650.jpg,siggraph_2016
imagenet,image_01651.jpg,ddcolor
imagenet,image_01652.jpg,larsson_2016
imagenet,image_01653.jpg,larsson_2016
imagenet,image_01654.jpg,siggraph_2016
imagenet,image_01655.jpg,siggraph_2016
imagenet,image_01656.jpg,ddcolor
imagenet,image_01657.jpg,larsson_2016
imagenet,image_01658.jpg,zhang_2016
imagenet,image_01659.jpg,larsson_2016
imagenet,image_01660.jpg,larsson_2016
imagenet,image_01661.jpg,siggraph_2016
imagenet,image_01662.jpg,larsson_2016
imagenet,image_01663.jpg,siggraph_2016
imagenet,image_01664.jpg,zhang_2016
imagenet,image_01665.jpg,larsson_2016
imagenet,image_01666.jpg,ddcolor
imagenet,image_01667.jpg,larsson_2016
imagenet,image_01668.jpg,siggraph_2016
imagenet,image_01669.jpg,larsson_2016
imagenet,image_01670.jpg,zhang_2016
imagenet,image_01671.jpg,ddcolor
imagenet,image_01672.jpg,larsson_2016
imagenet,image_01673.jpg,larsson_2016
imagenet,image_01674.jpg,larsson_2016
imagenet,image_01675.jpg,larsson_2016
imagenet,image_01676.jpg,larsson_2016
imagenet,image_01677.jpg,larsson_2016
imagenet,image_01678.jpg,larsson_2016
imagenet,image_01679.jpg,larsson_2016
imagenet,image_01680.jpg,larsson_2016
imagenet,image_01681.jpg,larsson_2016
imagenet,image_01682.jpg,larsson_2016
imagenet,image_01683.jpg,zhang_2016
imagenet,image_01684.jpg,larsson_2016
imagenet,image_01685.jpg,larsson_2016
imagenet,image_01686.jpg,zhang_2016
imagenet,image_01687.jpg,larsson_2016
imagenet,image_01688.jpg,larsson_2016
imagenet,image_01689.jpg,larsson_2016
imagenet,image_01690.jpg,siggraph_2016
imagenet,image_01691.jpg,larsson_2016
imagenet,image_01692.jpg,ddcolor
imagenet,image_01693.jpg,larsson_2016
imagenet,image_01694.jpg,zhang_2016
imagenet,image_01695.jpg,larsson_2016
imagenet,image_01696.jpg,ddcolor
imagenet,image_01697.jpg,zhang_2016
imagenet,image_01698.jpg,siggraph_2016
imagenet,image_01699.jpg,larsson_2016
imagenet,image_01700.jpg,larsson_2016
imagenet,image_01701.jpg,larsson_2016
imagenet,image_01702.jpg,ddcolor
imagenet,image_01703.jpg,larsson_2016
imagenet,image_01704.jpg,larsson_2016
imagenet,image_01705.jpg,zhang_2016
imagenet,image_01706.jpg,siggraph_2016
imagenet,image_01707.jpg,larsson_2016
imagenet,image_01708.jpg,larsson_2016
imagenet,image_01709.jpg,ddcolor
imagenet,image_01710.jpg,larsson_2016
imagenet,image_01711.jpg,siggraph_2016
imagenet,image_01712.jpg,ddcolor
imagenet,image_01713.jpg,larsson_2016
imagenet,image_01714.jpg,larsson_2016
imagenet,image_01715.jpg,siggraph_2016
imagenet,image_01716.jpg,larsson_2016
imagenet,image_01717.jpg,siggraph_2016
imagenet,image_01718.jpg,siggraph_2016
imagenet,image_01719.jpg,siggraph_2016
imagenet,image_01720.jpg,siggraph_2016
imagenet,image_01721.jpg,larsson_2016
imagenet,image_01722.jpg,siggraph_2016
imagenet,image_01723.jpg,larsson_2016
imagenet,image_01724.jpg,larsson_2016
imagenet,image_01725.jpg,siggraph_2016
imagenet,image_01726.jpg,siggraph_2016
imagenet,image_01727.jpg,larsson_2016
imagenet,image_01728.jpg,larsson_2016
imagenet,image_01729.jpg,larsson_2016
imagenet,image_01730.jpg,siggraph_2016
imagenet,image_01731.jpg,ddcolor
imagenet,image_01732.jpg,siggraph_2016
imagenet,image_01733.jpg,larsson_2016
imagenet,image_01734.jpg,larsson_2016
imagenet,image_01735.jpg,larsson_2016
imagenet,image_01736.jpg,larsson_2016
imagenet,image_01737.jpg,larsson_2016
imagenet,image_01738.jpg,siggraph_2016
imagenet,image_01739.jpg,larsson_2016
imagenet,image_01740.jpg,larsson_2016
imagenet,image_01741.jpg,larsson_2016
imagenet,image_01742.jpg,larsson_2016
imagenet,image_01743.jpg,larsson_2016
imagenet,image_01744.jpg,larsson_2016
imagenet,image_01745.jpg,siggraph_2016
imagenet,image_01746.jpg,larsson_2016
imagenet,image_01747.jpg,zhang_2016
imagenet,image_01748.jpg,zhang_2016
imagenet,image_01749.jpg,larsson_2016
imagenet,image_01750.jpg,siggraph_2016
imagenet,image_01751.jpg,larsson_2016
imagenet,image_01752.jpg,siggraph_2016
imagenet,image_01753.jpg,siggraph_2016
imagenet,image_01754.jpg,larsson_2016
imagenet,image_01755.jpg,siggraph_2016
imagenet,image_01756.jpg,larsson_2016
imagenet,image_01757.jpg,larsson_2016
imagenet,image_01758.jpg,zhang_2016
imagenet,image_01759.jpg,zhang_2016
imagenet,image_01760.jpg,siggraph_2016
imagenet,image_01761.jpg,larsson_2016
imagenet,image_01762.jpg,larsson_2016
imagenet,image_01763.jpg,ddcolor
imagenet,image_01764.jpg,larsson_2016
imagenet,image_01765.jpg,siggraph_2016
imagenet,image_01766.jpg,siggraph_2016
imagenet,image_01767.jpg,ddcolor
imagenet,image_01768.jpg,siggraph_2016
imagenet,image_01769.jpg,larsson_2016
imagenet,image_01770.jpg,larsson_2016
imagenet,image_01771.jpg,zhang_2016
imagenet,image_01772.jpg,larsson_2016
imagenet,image_01773.jpg,larsson_2016
imagenet,image_01774.jpg,larsson_2016
imagenet,image_01775.jpg,zhang_2016
imagenet,image_01776.jpg,larsson_2016
imagenet,image_01777.jpg,siggraph_2016
imagenet,image_01778.jpg,larsson_2016
imagenet,image_01779.jpg,larsson_2016
imagenet,image_01780.jpg,larsson_2016
imagenet,image_01781.jpg,larsson_2016
